signal_i,entry_i,exit_i,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,variant,side,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,minutes_observed
14422,14423,14455,2022-11-28 12:30:00+00:00,2022-11-28 12:45:00+00:00,2022-11-28 20:45:00+00:00,new_york,12,1761.23,1762.82,1761.04,1762.36,1760.94,1745.83,15.110000000000127,1.88,1.42,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1762.34,m15_exact_open,1741.51,-20.83,-21.18,-21.53,-22.23,0.43,21.5,480
14512,14513,14545,2022-11-29 11:00:00+00:00,2022-11-29 11:15:00+00:00,2022-11-29 19:15:00+00:00,london,11,1756.17,1758.87,1756.06,1756.97,1755.53,1749.99,5.539999999999964,3.34,1.44,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1756.97,m15_exact_open,1751.27,-5.7,-6.05,-6.4,-7.1,0.95,10.23,480
14688,14689,14721,2022-12-01 07:00:00+00:00,2022-12-01 07:15:00+00:00,2022-12-01 15:15:00+00:00,london,7,1779.39,1779.86,1779.03,1779.76,1758.87,1739.38,19.48999999999978,20.99,20.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1779.75,m15_exact_open,1784.55,4.8,4.45,4.1,3.4,7.24,5.27,480
14724,14725,14757,2022-12-01 16:00:00+00:00,2022-12-01 16:15:00+00:00,2022-12-02 00:15:00+00:00,new_york,16,1788.56,1792.04,1787.81,1789.6,1758.87,1739.38,19.48999999999978,33.17,30.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1789.72,m15_exact_open,1801.48,11.76,11.41,11.06,10.36,14.15,-4.28,480
14784,14785,14817,2022-12-02 07:00:00+00:00,2022-12-02 07:15:00+00:00,2022-12-02 15:15:00+00:00,london,7,1796.32,1797.46,1795.71,1797.38,1773.8,1744.78,29.019999999999982,23.66,23.58,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1797.41,m15_exact_open,1798.85,1.44,1.09,0.74,0.04,5.41,1.29,480
14820,14821,14853,2022-12-02 16:00:00+00:00,2022-12-02 16:15:00+00:00,2022-12-05 00:00:00+00:00,new_york,16,1780.92,1786.13,1778.46,1784.57,1773.8,1744.78,29.019999999999982,12.33,10.77,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1784.68,m15_exact_open,1800.03,15.35,15.0,14.65,13.95,15.62,3.94,3345
14881,14882,14914,2022-12-05 07:00:00+00:00,2022-12-05 07:15:00+00:00,2022-12-05 15:15:00+00:00,london,7,1809.11,1809.6,1808.15,1808.39,1804.27,1778.46,25.809999999999945,5.33,4.12,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1808.38,m15_exact_open,1795.75,-12.63,-12.98,-13.33,-14.03,0.89,15.26,480
15169,15170,15202,2022-12-08 07:00:00+00:00,2022-12-08 07:15:00+00:00,2022-12-08 15:15:00+00:00,london,7,1782.73,1783.52,1782.47,1783.3,1780.69,1767.12,13.570000000000164,2.83,2.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1783.33,m15_exact_open,1786.8,3.47,3.12,2.77,2.07,5.11,1.79,480
15205,15206,15238,2022-12-08 16:00:00+00:00,2022-12-08 16:15:00+00:00,2022-12-09 00:15:00+00:00,new_york,16,1786.69,1790.29,1786.69,1790.03,1780.69,1767.12,13.570000000000164,9.6,9.34,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1789.96,m15_exact_open,1788.79,-1.17,-1.52,-1.87,-2.57,4.73,5.64,480
15265,15266,15298,2022-12-09 07:00:00+00:00,2022-12-09 07:15:00+00:00,2022-12-09 15:15:00+00:00,london,7,1797.09,1797.31,1796.15,1796.19,1790.37,1768.6,21.769999999999982,6.94,5.82,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1796.25,m15_exact_open,1800.48,4.23,3.88,3.53,2.83,5.78,7.43,480
15301,15302,15334,2022-12-09 16:00:00+00:00,2022-12-09 16:15:00+00:00,2022-12-12 00:00:00+00:00,new_york,16,1796.09,1799.95,1796.09,1797.67,1790.37,1768.6,21.769999999999982,9.58,7.3,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1797.61,m15_exact_open,1794.31,-3.3,-3.65,-4.0,-4.7,8.3,7.6,3345
15492,15493,15525,2022-12-13 15:30:00+00:00,2022-12-13 15:45:00+00:00,2022-12-13 23:45:00+00:00,new_york,15,1787.85,1813.09,1787.31,1805.67,1796.94,1794.16,2.7799999999999727,16.15,8.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1804.5,m15_exact_open,1810.06,5.56,5.21,4.86,4.16,19.84,0.06,480
15554,15555,15587,2022-12-14 07:00:00+00:00,2022-12-14 07:15:00+00:00,2022-12-14 15:15:00+00:00,london,7,1809.42,1809.45,1808.06,1808.6,1796.94,1777.44,19.5,12.51,11.66,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1808.67,m15_exact_open,1807.89,-0.78,-1.13,-1.48,-2.18,4.36,4.54,480
15590,15591,15623,2022-12-14 16:00:00+00:00,2022-12-14 16:15:00+00:00,2022-12-15 00:15:00+00:00,new_york,16,1808.2,1809.41,1808.03,1808.98,1796.94,1777.44,19.5,12.47,12.04,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1809.0,m15_exact_open,1806.56,-2.44,-2.79,-3.14,-3.84,4.92,14.39,480
15856,15857,15889,2022-12-19 10:15:00+00:00,2022-12-19 10:30:00+00:00,2022-12-19 18:30:00+00:00,london,10,1794.13,1795.73,1793.7,1795.38,1794.1,1774.15,19.949999999999818,1.63,1.28,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1795.37,m15_exact_open,1788.1,-7.27,-7.62,-7.97,-8.67,2.93,11.75,480
15950,15951,15983,2022-12-20 09:45:00+00:00,2022-12-20 10:00:00+00:00,2022-12-20 18:00:00+00:00,london,9,1793.74,1794.88,1793.33,1794.11,1793.13,1790.79,2.3400000000001455,1.75,0.98,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1794.13,m15_exact_open,1814.77,20.64,20.29,19.94,19.24,26.86,0.15,480
16035,16036,16068,2022-12-21 07:00:00+00:00,2022-12-21 07:15:00+00:00,2022-12-21 15:15:00+00:00,london,7,1813.77,1814.4,1813.5,1813.99,1798.62,1783.62,15.0,15.78,15.37,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1813.98,m15_exact_open,1816.72,2.74,2.39,2.04,1.34,3.12,2.26,480
16071,16072,16104,2022-12-21 16:00:00+00:00,2022-12-21 16:15:00+00:00,2022-12-22 00:15:00+00:00,new_york,16,1818.38,1818.38,1817.08,1817.34,1798.62,1783.62,15.0,19.76,18.72,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1817.41,m15_exact_open,1816.02,-1.39,-1.74,-2.09,-2.79,6.24,4.73,480
16324,16325,16357,2022-12-27 07:00:00+00:00,2022-12-27 07:15:00+00:00,2022-12-27 15:15:00+00:00,london,7,1804.49,1805.27,1804.44,1804.71,1803.1,1791.01,12.089999999999918,2.17,1.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1804.68,m15_exact_open,1807.92,3.24,2.89,2.54,1.84,6.72,1.04,480
16360,16361,16393,2022-12-27 16:00:00+00:00,2022-12-27 16:15:00+00:00,2022-12-28 00:15:00+00:00,new_york,16,1807.55,1808.16,1805.59,1805.69,1803.1,1791.01,12.089999999999918,5.06,2.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1805.7,m15_exact_open,1811.45,5.75,5.4,5.05,4.35,27.41,3.51,480
16420,16421,16453,2022-12-28 07:00:00+00:00,2022-12-28 07:15:00+00:00,2022-12-28 15:15:00+00:00,london,7,1811.04,1812.08,1811.03,1811.43,1803.86,1799.52,4.339999999999918,8.22,7.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1811.39,m15_exact_open,1805.12,-6.27,-6.62,-6.97,-7.67,0.61,12.31,480
16457,16458,16490,2022-12-28 16:15:00+00:00,2022-12-28 16:30:00+00:00,2022-12-29 00:30:00+00:00,new_york,16,1803.42,1805.81,1803.38,1805.67,1803.86,1799.52,4.339999999999918,1.95,1.81,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1805.68,m15_exact_open,1805.5,-0.18,-0.53,-0.88,-1.58,3.65,8.84,480
16612,16613,16645,2022-12-30 07:00:00+00:00,2022-12-30 07:15:00+00:00,2022-12-30 15:15:00+00:00,london,7,1816.19,1816.32,1815.48,1815.71,1814.42,1796.84,17.580000000000155,1.9,1.29,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1815.74,m15_exact_open,1819.99,4.25,3.9,3.55,2.85,6.46,2.45,480
16648,16649,16681,2022-12-30 16:00:00+00:00,2022-12-30 16:15:00+00:00,2023-01-02 23:45:00+00:00,new_york,16,1821.12,1822.07,1820.41,1821.49,1814.42,1796.84,17.580000000000155,7.65,7.07,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1821.5,m15_exact_open,1827.95,6.45,6.1,5.75,5.05,8.5,7.35,4770
16710,16711,16743,2023-01-03 07:00:00+00:00,2023-01-03 07:15:00+00:00,2023-01-03 15:15:00+00:00,london,7,1841.81,1841.97,1839.88,1840.2,1825.91,1813.29,12.620000000000118,16.06,14.29,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1840.21,m15_exact_open,1837.7,-2.51,-2.86,-3.21,-3.91,9.58,9.52,480
16746,16747,16779,2023-01-03 16:00:00+00:00,2023-01-03 16:15:00+00:00,2023-01-04 00:15:00+00:00,new_york,16,1839.61,1840.95,1838.28,1838.68,1825.91,1813.29,12.620000000000118,15.04,12.77,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1838.69,m15_exact_open,1837.83,-0.86,-1.21,-1.56,-2.26,11.0,11.26,480
16806,16807,16839,2023-01-04 07:00:00+00:00,2023-01-04 07:15:00+00:00,2023-01-04 15:15:00+00:00,london,7,1846.1,1846.67,1845.49,1846.46,1830.0,1823.34,6.660000000000082,16.67,16.46,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1846.43,m15_exact_open,1853.46,7.03,6.68,6.33,5.63,18.51,1.9,480
16842,16843,16875,2023-01-04 16:00:00+00:00,2023-01-04 16:15:00+00:00,2023-01-05 00:15:00+00:00,new_york,16,1861.83,1862.53,1858.3,1858.66,1830.0,1823.34,6.660000000000082,32.53,28.66,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1858.6,m15_exact_open,1854.48,-4.12,-4.47,-4.82,-5.52,2.1,11.7,480
16902,16903,16935,2023-01-05 07:00:00+00:00,2023-01-05 07:15:00+00:00,2023-01-05 15:15:00+00:00,london,7,1851.23,1852.04,1850.96,1852.04,1849.79,1823.58,26.210000000000036,2.25,2.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1852.03,m15_exact_open,1843.46,-8.57,-8.92,-9.27,-9.97,3.44,9.35,480
17095,17096,17128,2023-01-09 07:00:00+00:00,2023-01-09 07:15:00+00:00,2023-01-09 15:15:00+00:00,london,7,1877.52,1877.57,1876.69,1876.88,1869.67,1829.81,39.86000000000013,7.9,7.21,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1876.89,m15_exact_open,1875.65,-1.24,-1.59,-1.94,-2.64,3.9,6.53,480
17131,17132,17164,2023-01-09 16:00:00+00:00,2023-01-09 16:15:00+00:00,2023-01-10 00:15:00+00:00,new_york,16,1875.77,1878.56,1875.66,1877.98,1869.67,1829.81,39.86000000000013,8.89,8.31,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1877.98,m15_exact_open,1869.49,-8.49,-8.84,-9.19,-9.89,3.32,9.08,480
17191,17192,17224,2023-01-10 07:00:00+00:00,2023-01-10 07:15:00+00:00,2023-01-10 15:15:00+00:00,london,7,1871.38,1871.51,1870.69,1870.94,1869.81,1866.13,3.6799999999998363,1.7,1.13,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1870.86,m15_exact_open,1871.81,0.95,0.6,0.25,-0.45,6.26,0.64,480
17227,17228,17260,2023-01-10 16:00:00+00:00,2023-01-10 16:15:00+00:00,2023-01-11 00:15:00+00:00,new_york,16,1871.33,1875.5,1870.73,1874.72,1869.81,1866.13,3.6799999999998363,5.69,4.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1874.64,m15_exact_open,1876.81,2.17,1.82,1.47,0.77,5.9,3.59,480
17290,17291,17323,2023-01-11 07:45:00+00:00,2023-01-11 08:00:00+00:00,2023-01-11 16:00:00+00:00,london,7,1880.06,1884.46,1880.05,1884.14,1881.3,1866.13,15.169999999999845,3.16,2.84,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1884.12,m15_exact_open,1877.19,-6.93,-7.28,-7.63,-8.33,2.31,8.53,480
17383,17384,17416,2023-01-12 07:00:00+00:00,2023-01-12 07:15:00+00:00,2023-01-12 15:15:00+00:00,london,7,1883.2,1884.78,1882.89,1884.39,1880.54,1867.66,12.879999999999882,4.24,3.85,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1884.38,m15_exact_open,1888.33,3.95,3.6,3.25,2.55,5.62,4.64,480
17419,17420,17452,2023-01-12 16:00:00+00:00,2023-01-12 16:15:00+00:00,2023-01-13 00:15:00+00:00,new_york,16,1894.51,1901.41,1893.72,1899.78,1880.54,1867.66,12.879999999999882,20.87,19.24,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1899.95,m15_exact_open,1898.08,-1.87,-2.22,-2.57,-3.27,-0.58,20.23,480
17479,17480,17512,2023-01-13 07:00:00+00:00,2023-01-13 07:15:00+00:00,2023-01-13 15:15:00+00:00,london,7,1896.42,1896.68,1895.5,1895.79,1886.43,1866.95,19.480000000000018,10.25,9.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1895.76,m15_exact_open,1896.14,0.38,0.03,-0.32,-1.02,13.76,3.62,480
17515,17516,17548,2023-01-13 16:00:00+00:00,2023-01-13 16:15:00+00:00,2023-01-16 00:00:00+00:00,new_york,16,1899.73,1900.38,1898.19,1900.02,1886.43,1866.95,19.480000000000018,13.95,13.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1899.98,m15_exact_open,1917.08,17.1,16.75,16.4,15.7,21.77,-0.74,3345
17958,17959,17991,2023-01-20 07:45:00+00:00,2023-01-20 08:00:00+00:00,2023-01-20 16:00:00+00:00,london,7,1924.04,1926.72,1923.93,1926.62,1925.7,1896.43,29.269999999999982,1.02,0.92,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1926.58,m15_exact_open,1924.0,-2.58,-2.93,-3.28,-3.98,10.76,2.81,480
18148,18149,18181,2023-01-24 07:00:00+00:00,2023-01-24 07:15:00+00:00,2023-01-24 15:15:00+00:00,london,7,1932.11,1933.04,1931.91,1932.98,1927.63,1923.55,4.080000000000155,5.41,5.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1932.97,m15_exact_open,1936.49,3.52,3.17,2.82,2.12,9.36,0.54,480
18184,18185,18217,2023-01-24 16:00:00+00:00,2023-01-24 16:15:00+00:00,2023-01-25 00:15:00+00:00,new_york,16,1933.42,1933.87,1930.24,1931.95,1927.63,1923.55,4.080000000000155,6.24,4.32,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1931.94,m15_exact_open,1936.49,4.55,4.2,3.85,3.15,6.42,14.98,480
18340,18341,18373,2023-01-26 07:00:00+00:00,2023-01-26 07:15:00+00:00,2023-01-26 15:15:00+00:00,london,7,1947.79,1947.96,1945.97,1946.1,1942.33,1916.96,25.36999999999989,5.63,3.77,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1946.11,m15_exact_open,1935.93,-10.18,-10.53,-10.88,-11.58,2.7,13.17,480
18821,18822,18854,2023-02-02 07:00:00+00:00,2023-02-02 07:15:00+00:00,2023-02-02 15:15:00+00:00,london,7,1953.21,1954.04,1952.92,1953.12,1930.93,1900.65,30.279999999999973,23.11,22.19,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1953.08,m15_exact_open,1952.64,-0.44,-0.79,-1.14,-1.84,6.51,2.01,480
18857,18858,18890,2023-02-02 16:00:00+00:00,2023-02-02 16:15:00+00:00,2023-02-03 00:15:00+00:00,new_york,16,1948.74,1951.21,1943.18,1943.73,1930.93,1900.65,30.279999999999973,20.28,12.8,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1943.74,m15_exact_open,1915.16,-28.58,-28.93,-29.28,-29.98,3.32,32.6,480
19110,19111,19143,2023-02-07 07:00:00+00:00,2023-02-07 07:15:00+00:00,2023-02-07 15:15:00+00:00,london,7,1872.06,1873.36,1871.61,1873.13,1869.83,1859.74,10.089999999999918,3.53,3.3,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1873.15,m15_exact_open,1868.13,-5.02,-5.37,-5.72,-6.42,4.79,7.19,480
19218,19219,19251,2023-02-08 10:00:00+00:00,2023-02-08 10:15:00+00:00,2023-02-08 18:15:00+00:00,london,10,1880.92,1886.36,1880.74,1884.64,1881.13,1859.74,21.3900000000001,5.23,3.51,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1884.72,m15_exact_open,1875.79,-8.93,-9.28,-9.63,-10.33,1.21,15.72,480
19326,19327,19359,2023-02-09 13:00:00+00:00,2023-02-09 13:15:00+00:00,2023-02-09 21:15:00+00:00,new_york,13,1884.51,1886.08,1884.32,1885.19,1884.27,1864.91,19.3599999999999,1.81,0.92,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1885.15,m15_exact_open,1865.29,-19.86,-20.21,-20.56,-21.26,4.95,22.27,480
19980,19981,20013,2023-02-20 08:00:00+00:00,2023-02-20 08:15:00+00:00,2023-02-20 16:15:00+00:00,london,8,1843.77,1844.78,1843.43,1844.45,1843.56,1818.79,24.769999999999982,1.22,0.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1844.5,m15_exact_open,1846.35,1.85,1.5,1.15,0.45,2.87,3.49,480
20547,20548,20580,2023-02-28 07:00:00+00:00,2023-02-28 07:15:00+00:00,2023-02-28 15:15:00+00:00,london,7,1814.3,1814.45,1813.75,1814.22,1813.01,1809.89,3.119999999999891,1.44,1.21,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1814.21,m15_exact_open,1808.52,-5.69,-6.04,-6.39,-7.09,2.7,9.7,480
20583,20584,20616,2023-02-28 16:00:00+00:00,2023-02-28 16:15:00+00:00,2023-03-01 00:15:00+00:00,new_york,16,1809.58,1815.0,1809.58,1814.76,1813.01,1809.89,3.119999999999891,1.99,1.75,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1814.73,m15_exact_open,1824.97,10.24,9.89,9.54,8.84,16.34,1.64,480
20643,20644,20676,2023-03-01 07:00:00+00:00,2023-03-01 07:15:00+00:00,2023-03-01 15:15:00+00:00,london,7,1830.38,1830.62,1829.85,1830.4,1820.07,1806.52,13.549999999999955,10.55,10.33,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1830.38,m15_exact_open,1837.89,7.51,7.16,6.81,6.11,11.19,0.07,480
20679,20680,20712,2023-03-01 16:00:00+00:00,2023-03-01 16:15:00+00:00,2023-03-02 00:15:00+00:00,new_york,16,1835.03,1837.69,1834.4,1837.69,1820.07,1806.52,13.549999999999955,17.62,17.62,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1837.7,m15_exact_open,1836.61,-1.09,-1.44,-1.79,-2.49,6.71,4.35,480
20739,20740,20772,2023-03-02 07:00:00+00:00,2023-03-02 07:15:00+00:00,2023-03-02 15:15:00+00:00,london,7,1834.49,1834.78,1833.9,1834.1,1831.07,1804.51,26.559999999999945,3.71,3.03,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1834.09,m15_exact_open,1831.97,-2.12,-2.47,-2.82,-3.52,3.37,4.17,480
20775,20776,20808,2023-03-02 16:00:00+00:00,2023-03-02 16:15:00+00:00,2023-03-03 00:15:00+00:00,new_york,16,1832.33,1832.7,1830.0,1832.69,1831.07,1804.51,26.559999999999945,1.63,1.62,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1832.6,m15_exact_open,1839.03,6.43,6.08,5.73,5.03,7.93,0.39,480
20852,20853,20885,2023-03-03 11:15:00+00:00,2023-03-03 11:30:00+00:00,2023-03-03 19:30:00+00:00,london,11,1844.38,1846.88,1844.38,1846.8,1844.41,1822.96,21.450000000000045,2.47,2.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1846.8,m15_exact_open,1846.15,-0.65,-1.0,-1.35,-2.05,2.32,7.85,480
20943,20944,20976,2023-03-06 09:45:00+00:00,2023-03-06 10:00:00+00:00,2023-03-06 18:00:00+00:00,london,9,1856.31,1858.2,1855.68,1857.48,1856.23,1835.41,20.819999999999936,1.97,1.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1857.5,m15_exact_open,1850.78,-6.72,-7.07,-7.42,-8.12,-0.44,10.3,480
21316,21317,21349,2023-03-10 07:00:00+00:00,2023-03-10 07:15:00+00:00,2023-03-10 15:15:00+00:00,london,7,1828.83,1830.15,1828.83,1829.98,1824.2,1809.34,14.860000000000127,5.95,5.78,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1830.02,m15_exact_open,1834.93,4.91,4.56,4.21,3.51,7.23,1.54,480
21352,21353,21385,2023-03-10 16:00:00+00:00,2023-03-10 16:15:00+00:00,2023-03-12 23:00:00+00:00,new_york,16,1843.89,1844.92,1839.9,1840.45,1824.2,1809.34,14.860000000000127,20.72,16.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1840.45,m15_exact_open,1885.47,45.02,44.67,44.32,43.62,53.67,-3.84,3285
21417,21418,21450,2023-03-13 07:00:00+00:00,2023-03-13 07:15:00+00:00,2023-03-13 15:15:00+00:00,london,7,1883.44,1883.47,1881.18,1881.58,1869.96,1827.68,42.27999999999997,13.51,11.62,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1881.59,m15_exact_open,1900.11,18.52,18.17,17.82,17.12,21.16,10.16,480
21453,21454,21486,2023-03-13 16:00:00+00:00,2023-03-13 16:15:00+00:00,2023-03-14 00:15:00+00:00,new_york,16,1908.11,1908.84,1896.24,1897.93,1869.96,1827.68,42.27999999999997,38.88,27.97,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1897.88,m15_exact_open,1911.51,13.63,13.28,12.93,12.23,16.68,-4.99,480
21513,21514,21546,2023-03-14 07:00:00+00:00,2023-03-14 07:15:00+00:00,2023-03-14 15:15:00+00:00,london,7,1901.84,1904.22,1901.53,1903.83,1894.12,1871.95,22.169999999999845,10.1,9.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1903.81,m15_exact_open,1908.77,4.96,4.61,4.26,3.56,9.53,5.52,480
21549,21550,21582,2023-03-14 16:00:00+00:00,2023-03-14 16:15:00+00:00,2023-03-15 00:15:00+00:00,new_york,16,1899.42,1902.84,1895.33,1902.73,1894.12,1871.95,22.169999999999845,8.72,8.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1902.73,m15_exact_open,1904.6,1.87,1.52,1.17,0.47,7.4,1.86,480
21637,21638,21670,2023-03-15 14:00:00+00:00,2023-03-15 14:15:00+00:00,2023-03-15 22:15:00+00:00,new_york,14,1914.86,1918.16,1914.7,1917.43,1914.56,1871.43,43.12999999999988,3.6,2.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1917.42,m15_exact_open,1916.95,-0.47,-0.82,-1.17,-1.87,19.82,8.54,480
21707,21708,21740,2023-03-16 07:30:00+00:00,2023-03-16 07:45:00+00:00,2023-03-16 15:45:00+00:00,london,7,1912.91,1916.52,1912.62,1915.94,1914.08,1895.33,18.75,2.44,1.86,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1915.88,m15_exact_open,1924.55,8.67,8.32,7.97,7.27,17.43,3.52,480
21743,21744,21776,2023-03-16 16:30:00+00:00,2023-03-16 16:45:00+00:00,2023-03-17 00:45:00+00:00,new_york,16,1928.32,1930.24,1925.92,1928.24,1914.08,1895.33,18.75,16.16,14.16,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1928.23,m15_exact_open,1919.53,-8.7,-9.05,-9.4,-10.1,3.33,14.95,480
21831,21832,21864,2023-03-17 14:30:00+00:00,2023-03-17 14:45:00+00:00,2023-03-17 22:45:00+00:00,new_york,14,1936.84,1943.59,1935.97,1943.12,1937.24,1885.66,51.57999999999993,6.35,5.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1943.05,m15_exact_open,1983.58,40.53,40.18,39.83,39.13,44.61,-0.13,480
21911,21912,21944,2023-03-20 09:15:00+00:00,2023-03-20 09:30:00+00:00,2023-03-20 17:30:00+00:00,london,9,1989.39,1998.75,1989.15,1994.47,1989.11,1918.21,70.89999999999986,9.64,5.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1994.61,m15_exact_open,1970.13,-24.48,-24.83,-25.18,-25.88,15.09,28.86,480
22286,22287,22319,2023-03-24 07:00:00+00:00,2023-03-24 07:15:00+00:00,2023-03-24 15:15:00+00:00,london,7,1991.32,1993.26,1991.15,1992.8,1978.67,1934.18,44.49000000000001,14.59,14.13,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1992.81,m15_exact_open,1999.22,6.41,6.06,5.71,5.01,10.08,11.64,480
22322,22323,22355,2023-03-24 16:00:00+00:00,2023-03-24 16:15:00+00:00,2023-03-27 00:00:00+00:00,new_york,16,1994.23,1997.16,1987.81,1988.43,1978.67,1934.18,44.49000000000001,18.49,9.76,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1988.37,m15_exact_open,1973.34,-15.03,-15.38,-15.73,-16.43,9.94,19.08,3345
22767,22768,22800,2023-03-31 07:00:00+00:00,2023-03-31 07:15:00+00:00,2023-03-31 15:15:00+00:00,london,7,1981.1,1981.68,1980.77,1981.13,1974.34,1958.58,15.759999999999991,7.34,6.79,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1981.12,m15_exact_open,1979.95,-1.17,-1.52,-1.87,-2.57,3.84,8.0,480
22803,22804,22836,2023-03-31 16:00:00+00:00,2023-03-31 16:15:00+00:00,2023-04-03 00:00:00+00:00,new_york,16,1981.49,1982.96,1978.59,1978.68,1974.34,1958.58,15.759999999999991,8.62,4.34,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1978.66,m15_exact_open,1961.79,-16.87,-17.22,-17.57,-18.27,5.36,18.61,3345
22960,22961,22993,2023-04-04 07:00:00+00:00,2023-04-04 07:15:00+00:00,2023-04-04 15:15:00+00:00,london,7,1979.71,1979.83,1977.8,1978.58,1972.24,1960.05,12.190000000000055,7.59,6.34,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1978.56,m15_exact_open,1984.08,5.52,5.17,4.82,4.12,5.78,1.68,480
