signal_i,entry_i,exit_i,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,variant,side,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,minutes_observed
29683,29684,29716,2023-07-12 07:00:00+00:00,2023-07-12 07:15:00+00:00,2023-07-12 15:15:00+00:00,london,7,1939.39,1939.69,1938.16,1938.69,1928.1,1912.64,15.459999999999809,11.59,10.59,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1938.71,m15_exact_open,1934.01,-4.7,-5.05,-5.4,-6.1,1.46,5.25,480
29719,29720,29752,2023-07-12 16:00:00+00:00,2023-07-12 16:15:00+00:00,2023-07-13 00:15:00+00:00,new_york,16,1946.74,1947.63,1941.57,1942.18,1928.1,1912.64,15.459999999999809,19.53,14.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1942.14,m15_exact_open,1957.72,15.58,15.23,14.88,14.18,17.49,-2.89,480
29779,29780,29812,2023-07-13 07:00:00+00:00,2023-07-13 07:15:00+00:00,2023-07-13 15:15:00+00:00,london,7,1960.69,1960.74,1959.76,1960.34,1938.46,1924.29,14.170000000000073,22.28,21.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1960.32,m15_exact_open,1959.49,-0.83,-1.18,-1.53,-2.23,2.99,5.13,480
29815,29816,29848,2023-07-13 16:00:00+00:00,2023-07-13 16:15:00+00:00,2023-07-14 00:15:00+00:00,new_york,16,1954.8,1958.71,1953.78,1958.66,1938.46,1924.29,14.170000000000073,20.25,20.2,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1958.66,m15_exact_open,1960.4,1.74,1.39,1.04,0.34,3.23,4.02,480
29875,29876,29908,2023-07-14 07:00:00+00:00,2023-07-14 07:15:00+00:00,2023-07-14 15:15:00+00:00,london,7,1962.04,1962.94,1961.99,1962.28,1959.63,1932.07,27.560000000000173,3.31,2.65,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1962.29,m15_exact_open,1960.12,-2.17,-2.52,-2.87,-3.57,-0.98,8.04,480
30068,30069,30101,2023-07-18 07:00:00+00:00,2023-07-18 07:15:00+00:00,2023-07-18 15:15:00+00:00,london,7,1960.54,1960.61,1959.46,1959.94,1955.68,1952.53,3.150000000000091,4.93,4.26,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1959.95,m15_exact_open,1963.62,3.67,3.32,2.97,2.27,12.23,2.18,480
30104,30105,30137,2023-07-18 16:00:00+00:00,2023-07-18 16:15:00+00:00,2023-07-19 00:15:00+00:00,new_york,16,1961.73,1969.78,1961.52,1968.11,1955.68,1952.53,3.150000000000091,14.1,12.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1968.18,m15_exact_open,1978.42,10.24,9.89,9.54,8.84,16.15,4.44,480
30164,30165,30197,2023-07-19 07:00:00+00:00,2023-07-19 07:15:00+00:00,2023-07-19 15:15:00+00:00,london,7,1976.5,1976.51,1975.43,1975.46,1959.83,1945.74,14.089999999999918,16.68,15.63,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1975.46,m15_exact_open,1975.28,-0.18,-0.53,-0.88,-1.58,5.45,3.89,480
30200,30201,30233,2023-07-19 16:00:00+00:00,2023-07-19 16:15:00+00:00,2023-07-20 00:15:00+00:00,new_york,16,1978.87,1979.36,1976.41,1977.22,1959.83,1945.74,14.089999999999918,19.53,17.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1977.25,m15_exact_open,1977.07,-0.18,-0.53,-0.88,-1.58,2.57,7.51,480
30655,30656,30688,2023-07-26 09:30:00+00:00,2023-07-26 09:45:00+00:00,2023-07-26 17:45:00+00:00,london,9,1967.56,1970.23,1967.45,1969.5,1967.87,1953.44,14.429999999999836,2.36,1.63,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1969.5,m15_exact_open,1967.22,-2.28,-2.63,-2.98,-3.68,4.68,5.59,480
30741,30742,30774,2023-07-27 07:00:00+00:00,2023-07-27 07:15:00+00:00,2023-07-27 15:15:00+00:00,london,7,1978.1,1978.11,1976.72,1978.11,1965.66,1951.37,14.290000000000191,12.45,12.45,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1978.1,m15_exact_open,1976.54,-1.56,-1.91,-2.26,-2.96,4.01,4.52,480
30970,30971,31003,2023-07-31 16:00:00+00:00,2023-07-31 16:15:00+00:00,2023-08-01 00:15:00+00:00,new_york,16,1963.93,1967.03,1963.4,1964.85,1963.5,1945.4,18.09999999999991,3.53,1.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1964.87,m15_exact_open,1964.46,-0.41,-0.76,-1.11,-1.81,7.5,2.08,480
31030,31031,31063,2023-08-01 07:00:00+00:00,2023-08-01 07:15:00+00:00,2023-08-01 15:15:00+00:00,london,7,1961.87,1962.68,1961.44,1961.89,1960.51,1958.24,2.269999999999982,2.17,1.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1961.91,m15_exact_open,1952.58,-9.33,-9.68,-10.03,-10.73,-0.7,10.17,480
32473,32474,32506,2023-08-22 07:00:00+00:00,2023-08-22 07:15:00+00:00,2023-08-22 15:15:00+00:00,london,7,1896.02,1896.28,1895.67,1895.94,1890.63,1888.57,2.060000000000173,5.65,5.31,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1895.96,m15_exact_open,1902.69,6.73,6.38,6.03,5.33,8.45,2.23,480
32509,32510,32542,2023-08-22 16:00:00+00:00,2023-08-22 16:15:00+00:00,2023-08-23 00:15:00+00:00,new_york,16,1897.46,1898.43,1895.82,1896.15,1890.63,1888.57,2.060000000000173,7.8,5.52,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1896.16,m15_exact_open,1897.58,1.42,1.07,0.72,0.02,2.83,7.2,480
32569,32570,32602,2023-08-23 07:00:00+00:00,2023-08-23 07:15:00+00:00,2023-08-23 15:15:00+00:00,london,7,1901.27,1901.6,1900.89,1901.16,1898.77,1884.61,14.160000000000082,2.83,2.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1901.14,m15_exact_open,1903.01,1.87,1.52,1.17,0.47,4.37,0.44,480
32605,32606,32638,2023-08-23 16:00:00+00:00,2023-08-23 16:15:00+00:00,2023-08-24 00:15:00+00:00,new_york,16,1908.17,1908.26,1903.02,1903.28,1898.77,1884.61,14.160000000000082,9.49,4.51,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1903.29,m15_exact_open,1917.04,13.75,13.4,13.05,12.35,17.05,-2.37,480
32665,32666,32698,2023-08-24 07:00:00+00:00,2023-08-24 07:15:00+00:00,2023-08-24 15:15:00+00:00,london,7,1921.07,1921.27,1920.54,1920.61,1904.41,1888.96,15.450000000000045,16.86,16.2,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1920.59,m15_exact_open,1915.02,-5.57,-5.92,-6.27,-6.97,2.32,6.38,480
32701,32702,32734,2023-08-24 16:00:00+00:00,2023-08-24 16:15:00+00:00,2023-08-25 00:15:00+00:00,new_york,16,1914.32,1915.28,1913.16,1914.98,1904.41,1888.96,15.450000000000045,10.87,10.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1914.97,m15_exact_open,1916.1,1.13,0.78,0.43,-0.27,8.39,3.05,480
32954,32955,32987,2023-08-29 07:00:00+00:00,2023-08-29 07:15:00+00:00,2023-08-29 15:15:00+00:00,london,7,1925.31,1925.44,1924.92,1925.34,1915.84,1914.35,1.490000000000009,9.6,9.5,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1925.33,m15_exact_open,1915.72,-9.61,-9.96,-10.31,-11.01,0.18,9.69,480
32990,32991,33023,2023-08-29 16:00:00+00:00,2023-08-29 16:15:00+00:00,2023-08-30 00:15:00+00:00,new_york,16,1915.84,1917.19,1915.36,1916.93,1915.84,1914.35,1.490000000000009,1.35,1.09,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1916.88,m15_exact_open,1936.74,19.86,19.51,19.16,18.46,21.23,-0.12,480
33050,33051,33083,2023-08-30 07:00:00+00:00,2023-08-30 07:15:00+00:00,2023-08-30 15:15:00+00:00,london,7,1936.64,1936.92,1936.55,1936.74,1926.05,1912.62,13.430000000000064,10.87,10.69,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1936.78,m15_exact_open,1941.93,5.15,4.8,4.45,3.75,5.31,1.84,480
33086,33087,33119,2023-08-30 16:00:00+00:00,2023-08-30 16:15:00+00:00,2023-08-31 00:15:00+00:00,new_york,16,1944.32,1945.65,1942.91,1944.14,1926.05,1912.62,13.430000000000064,19.6,18.09,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1944.12,m15_exact_open,1943.72,-0.4,-0.75,-1.1,-1.8,4.83,2.17,480
33146,33147,33179,2023-08-31 07:00:00+00:00,2023-08-31 07:15:00+00:00,2023-08-31 15:15:00+00:00,london,7,1944.91,1945.45,1944.64,1945.05,1938.11,1914.28,23.829999999999927,7.34,6.94,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1945.07,m15_exact_open,1946.96,1.89,1.54,1.19,0.49,2.0,1.93,480
33182,33183,33215,2023-08-31 16:00:00+00:00,2023-08-31 16:15:00+00:00,2023-09-01 00:15:00+00:00,new_york,16,1943.67,1946.34,1943.01,1945.95,1938.11,1914.28,23.829999999999927,8.23,7.84,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1945.96,m15_exact_open,1939.59,-6.37,-6.72,-7.07,-7.77,-0.94,7.09,480
33276,33277,33309,2023-09-01 15:30:00+00:00,2023-09-01 15:45:00+00:00,2023-09-03 23:30:00+00:00,new_york,15,1945.98,1952.07,1944.27,1951.31,1948.95,1934.94,14.009999999999991,3.12,2.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1951.37,m15_exact_open,1939.47,-11.9,-12.25,-12.6,-13.3,0.76,16.99,3345
33911,33912,33944,2023-09-12 07:00:00+00:00,2023-09-12 07:15:00+00:00,2023-09-12 15:15:00+00:00,london,7,1923.62,1924.2,1923.37,1923.62,1920.36,1917.8,2.5599999999999454,3.84,3.26,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1923.63,m15_exact_open,1911.36,-12.27,-12.62,-12.97,-13.67,-0.4,13.41,480
34208,34209,34241,2023-09-15 09:15:00+00:00,2023-09-15 09:30:00+00:00,2023-09-15 17:30:00+00:00,london,9,1916.15,1917.34,1915.9,1916.98,1915.63,1905.44,10.190000000000055,1.71,1.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1916.95,m15_exact_open,1927.64,10.69,10.34,9.99,9.29,13.03,1.6,480
34392,34393,34425,2023-09-19 07:00:00+00:00,2023-09-19 07:15:00+00:00,2023-09-19 15:15:00+00:00,london,7,1932.23,1932.39,1932.08,1932.33,1924.4,1923.06,1.3400000000001455,7.99,7.93,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1932.33,m15_exact_open,1936.49,4.16,3.81,3.46,2.76,4.56,2.62,480
34428,34429,34461,2023-09-19 16:00:00+00:00,2023-09-19 16:15:00+00:00,2023-09-20 00:15:00+00:00,new_york,16,1934.26,1935.82,1934.04,1935.23,1924.4,1923.06,1.3400000000001455,11.42,10.83,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1935.23,m15_exact_open,1931.46,-3.77,-4.12,-4.47,-5.17,1.04,5.56,480
34527,34528,34560,2023-09-20 16:45:00+00:00,2023-09-20 17:00:00+00:00,2023-09-21 01:00:00+00:00,new_york,16,1933.57,1941.68,1933.54,1941.54,1934.09,1922.36,11.730000000000018,7.59,7.45,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1941.53,m15_exact_open,1930.52,-11.01,-11.36,-11.71,-12.41,5.83,12.55,480
35739,35740,35772,2023-10-09 07:00:00+00:00,2023-10-09 07:15:00+00:00,2023-10-09 15:15:00+00:00,london,7,1850.57,1851.44,1850.43,1851.0,1834.68,1810.25,24.430000000000064,16.76,16.32,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1851.03,m15_exact_open,1848.81,-2.22,-2.57,-2.92,-3.62,3.22,3.8,480
35775,35776,35808,2023-10-09 16:00:00+00:00,2023-10-09 16:15:00+00:00,2023-10-10 00:15:00+00:00,new_york,16,1845.2,1849.24,1844.91,1848.37,1834.68,1810.25,24.430000000000064,14.56,13.69,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1848.34,m15_exact_open,1861.13,12.79,12.44,12.09,11.39,14.94,4.32,480
35835,35836,35868,2023-10-10 07:00:00+00:00,2023-10-10 07:15:00+00:00,2023-10-10 15:15:00+00:00,london,7,1863.26,1863.3,1862.04,1862.04,1855.09,1845.24,9.849999999999909,8.21,6.95,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1861.99,m15_exact_open,1855.94,-6.05,-6.4,-6.75,-7.45,0.02,7.3,480
35946,35947,35979,2023-10-11 10:45:00+00:00,2023-10-11 11:00:00+00:00,2023-10-11 19:00:00+00:00,london,10,1863.44,1867.53,1863.41,1865.78,1863.28,1844.02,19.25999999999999,4.25,2.5,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1865.77,m15_exact_open,1872.71,6.94,6.59,6.24,5.54,9.08,-0.81,480
36027,36028,36060,2023-10-12 07:00:00+00:00,2023-10-12 07:15:00+00:00,2023-10-12 15:15:00+00:00,london,7,1877.65,1877.68,1876.53,1877.16,1865.14,1852.81,12.330000000000155,12.54,12.02,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1877.13,m15_exact_open,1882.68,5.55,5.2,4.85,4.15,7.18,0.59,480
36063,36064,36096,2023-10-12 16:00:00+00:00,2023-10-12 16:15:00+00:00,2023-10-13 00:15:00+00:00,new_york,16,1877.34,1879.94,1877.28,1878.11,1865.14,1852.81,12.330000000000155,14.8,12.97,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1878.11,m15_exact_open,1870.24,-7.87,-8.22,-8.57,-9.27,-0.01,10.38,480
36136,36137,36169,2023-10-13 10:15:00+00:00,2023-10-13 10:30:00+00:00,2023-10-13 18:30:00+00:00,london,10,1877.3,1878.51,1876.61,1878.5,1877.01,1858.37,18.6400000000001,1.5,1.49,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1878.48,m15_exact_open,1921.42,42.94,42.59,42.24,41.54,43.78,-2.4,480
36412,36413,36445,2023-10-18 07:00:00+00:00,2023-10-18 07:15:00+00:00,2023-10-18 15:15:00+00:00,london,7,1937.43,1937.59,1936.32,1937.55,1930.11,1908.01,22.09999999999991,7.48,7.44,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1937.58,m15_exact_open,1948.26,10.68,10.33,9.98,9.28,11.66,2.45,480
36448,36449,36481,2023-10-18 16:00:00+00:00,2023-10-18 16:15:00+00:00,2023-10-19 00:15:00+00:00,new_york,16,1946.41,1949.4,1945.63,1948.25,1930.11,1908.01,22.09999999999991,19.29,18.14,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1948.24,m15_exact_open,1950.85,2.61,2.26,1.91,1.21,14.35,10.01,480
36508,36509,36541,2023-10-19 07:00:00+00:00,2023-10-19 07:15:00+00:00,2023-10-19 15:15:00+00:00,london,7,1945.58,1946.54,1945.15,1946.32,1931.41,1912.21,19.200000000000045,15.13,14.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1946.32,m15_exact_open,1950.71,4.39,4.04,3.69,2.99,8.12,0.79,480
36544,36545,36577,2023-10-19 16:00:00+00:00,2023-10-19 16:15:00+00:00,2023-10-20 00:15:00+00:00,new_york,16,1955.32,1956.56,1953.57,1954.02,1931.41,1912.21,19.200000000000045,25.15,22.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1954.0,m15_exact_open,1976.4,22.4,22.05,21.7,21.0,23.66,4.23,480
36604,36605,36637,2023-10-20 07:00:00+00:00,2023-10-20 07:15:00+00:00,2023-10-20 15:15:00+00:00,london,7,1977.54,1978.04,1977.06,1977.52,1962.59,1923.2,39.38999999999987,15.45,14.93,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1977.5,m15_exact_open,1977.51,0.01,-0.34,-0.69,-1.39,8.37,3.4,480
36640,36641,36673,2023-10-20 16:00:00+00:00,2023-10-20 16:15:00+00:00,2023-10-22 23:00:00+00:00,new_york,16,1979.23,1980.16,1977.56,1979.61,1962.59,1923.2,39.38999999999987,17.57,17.02,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1979.61,m15_exact_open,1968.37,-11.24,-11.59,-11.94,-12.64,17.53,17.86,3285
36993,36994,37026,2023-10-26 07:00:00+00:00,2023-10-26 07:15:00+00:00,2023-10-26 15:15:00+00:00,london,7,1987.03,1987.34,1986.32,1987.24,1980.81,1953.58,27.230000000000018,6.53,6.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1987.25,m15_exact_open,1985.86,-1.39,-1.74,-2.09,-2.79,6.21,4.77,480
37089,37090,37122,2023-10-27 07:00:00+00:00,2023-10-27 07:15:00+00:00,2023-10-27 15:15:00+00:00,london,7,1986.98,1988.4,1986.84,1988.39,1987.23,1963.1,24.13000000000011,1.17,1.16,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1988.36,m15_exact_open,1982.25,-6.11,-6.46,-6.81,-7.51,1.54,8.39,480
37608,37609,37641,2023-11-03 14:30:00+00:00,2023-11-03 14:45:00+00:00,2023-11-03 22:45:00+00:00,new_york,14,1987.24,1997.71,1985.4,1996.34,1991.99,1969.79,22.200000000000045,5.72,4.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1996.35,m15_exact_open,1992.28,-4.07,-4.42,-4.77,-5.47,7.71,9.91,480
38256,38257,38289,2023-11-14 07:00:00+00:00,2023-11-14 07:15:00+00:00,2023-11-14 15:15:00+00:00,london,7,1944.61,1944.83,1944.27,1944.65,1941.12,1917.63,23.48999999999978,3.71,3.53,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1944.68,m15_exact_open,1945.4,0.72,0.37,0.02,-0.68,3.45,1.0,480
38292,38293,38325,2023-11-14 16:00:00+00:00,2023-11-14 16:15:00+00:00,2023-11-15 00:15:00+00:00,new_york,16,1956.69,1957.31,1953.16,1955.33,1941.12,1917.63,23.48999999999978,16.19,14.21,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1955.35,m15_exact_open,1961.98,6.63,6.28,5.93,5.23,15.55,-2.87,480
38352,38353,38385,2023-11-15 07:00:00+00:00,2023-11-15 07:15:00+00:00,2023-11-15 15:15:00+00:00,london,7,1967.13,1967.88,1966.99,1967.05,1949.17,1917.63,31.539999999999964,18.71,17.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1967.04,m15_exact_open,1971.85,4.81,4.46,4.11,3.41,7.04,1.21,480
38388,38389,38421,2023-11-15 16:00:00+00:00,2023-11-15 16:15:00+00:00,2023-11-16 00:15:00+00:00,new_york,16,1963.99,1967.05,1963.77,1965.6,1949.17,1917.63,31.539999999999964,17.88,16.43,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1965.53,m15_exact_open,1960.21,-5.32,-5.67,-6.02,-6.72,-0.44,10.11,480
38484,38485,38517,2023-11-16 16:00:00+00:00,2023-11-16 16:15:00+00:00,2023-11-17 00:15:00+00:00,new_york,16,1971.7,1972.68,1971.11,1972.07,1970.9,1937.09,33.81000000000017,1.78,1.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1972.03,m15_exact_open,1982.51,10.48,10.13,9.78,9.08,15.93,0.43,480
38544,38545,38577,2023-11-17 07:00:00+00:00,2023-11-17 07:15:00+00:00,2023-11-17 15:15:00+00:00,london,7,1985.51,1986.34,1985.39,1985.84,1975.12,1955.42,19.699999999999818,11.22,10.72,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1985.85,m15_exact_open,1990.7,4.85,4.5,4.15,3.45,7.54,3.27,480
38580,38581,38613,2023-11-17 16:00:00+00:00,2023-11-17 16:15:00+00:00,2023-11-19 23:00:00+00:00,new_york,16,1983.69,1986.2,1983.6,1985.06,1975.12,1955.42,19.699999999999818,11.08,9.94,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1985.08,m15_exact_open,1977.81,-7.27,-7.62,-7.97,-8.67,0.83,7.32,3285
38741,38742,38774,2023-11-21 07:00:00+00:00,2023-11-21 07:15:00+00:00,2023-11-21 15:15:00+00:00,london,7,1992.03,1992.89,1991.13,1991.83,1978.66,1973.34,5.320000000000164,14.23,13.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1991.83,m15_exact_open,1991.89,0.06,-0.29,-0.64,-1.34,2.46,7.55,480
38777,38778,38810,2023-11-21 16:00:00+00:00,2023-11-21 16:15:00+00:00,2023-11-22 00:15:00+00:00,new_york,16,1994.61,1998.55,1993.63,1998.1,1978.66,1973.34,5.320000000000164,19.89,19.44,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1998.09,m15_exact_open,1997.75,-0.34,-0.69,-1.04,-1.74,9.44,1.85,480
38837,38838,38870,2023-11-22 07:00:00+00:00,2023-11-22 07:15:00+00:00,2023-11-22 15:15:00+00:00,london,7,1998.64,2000.29,1998.59,1999.01,1985.14,1965.44,19.700000000000045,15.15,13.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1999.02,m15_exact_open,2001.4,2.38,2.03,1.68,0.98,7.28,2.36,480
38873,38874,38906,2023-11-22 16:00:00+00:00,2023-11-22 16:15:00+00:00,2023-11-23 00:15:00+00:00,new_york,16,1999.18,1999.88,1997.5,1999.53,1985.14,1965.44,19.700000000000045,14.74,14.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,1999.53,m15_exact_open,1991.6,-7.93,-8.28,-8.63,-9.33,2.94,12.65,480
39113,39114,39146,2023-11-27 07:00:00+00:00,2023-11-27 07:15:00+00:00,2023-11-27 15:15:00+00:00,london,7,2012.95,2013.58,2012.07,2012.81,2003.58,1991.44,12.139999999999873,10.0,9.23,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2012.8,m15_exact_open,2012.91,0.11,-0.24,-0.59,-1.29,2.69,4.1,480
39149,39150,39182,2023-11-27 16:00:00+00:00,2023-11-27 16:15:00+00:00,2023-11-28 00:15:00+00:00,new_york,16,2012.43,2013.56,2010.79,2011.15,2003.58,1991.44,12.139999999999873,9.98,7.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2011.17,m15_exact_open,2016.33,5.16,4.81,4.46,3.76,6.22,5.46,480
39209,39210,39242,2023-11-28 07:00:00+00:00,2023-11-28 07:15:00+00:00,2023-11-28 15:15:00+00:00,london,7,2016.77,2016.84,2014.92,2015.17,2004.09,2000.44,3.6499999999998636,12.75,11.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2015.16,m15_exact_open,2011.88,-3.28,-3.63,-3.98,-4.68,1.54,3.46,480
39245,39246,39278,2023-11-28 16:00:00+00:00,2023-11-28 16:15:00+00:00,2023-11-29 00:15:00+00:00,new_york,16,2019.48,2023.25,2017.99,2022.98,2004.09,2000.44,3.6499999999998636,19.16,18.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2022.97,m15_exact_open,2043.27,20.3,19.95,19.6,18.9,22.57,0.3,480
39305,39306,39338,2023-11-29 07:00:00+00:00,2023-11-29 07:15:00+00:00,2023-11-29 15:15:00+00:00,london,7,2044.16,2046.53,2044.06,2046.33,2018.08,2000.44,17.639999999999873,28.45,28.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2046.32,m15_exact_open,2040.92,-5.4,-5.75,-6.1,-6.8,1.08,10.91,480
39341,39342,39374,2023-11-29 16:00:00+00:00,2023-11-29 16:15:00+00:00,2023-11-30 00:15:00+00:00,new_york,16,2039.33,2040.98,2038.61,2038.65,2018.08,2000.44,17.639999999999873,22.9,20.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2038.58,m15_exact_open,2044.63,6.05,5.7,5.35,4.65,11.03,0.0,480
39598,39599,39631,2023-12-04 07:00:00+00:00,2023-12-04 07:15:00+00:00,2023-12-04 15:15:00+00:00,london,7,2084.92,2085.37,2084.43,2084.73,2075.47,2033.92,41.54999999999973,9.9,9.26,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2084.72,m15_exact_open,2067.55,-17.17,-17.52,-17.87,-18.57,5.72,26.98,480
40370,40371,40403,2023-12-14 07:00:00+00:00,2023-12-14 07:15:00+00:00,2023-12-14 15:15:00+00:00,london,7,2031.23,2031.96,2030.47,2030.58,1996.67,1977.16,19.50999999999999,35.29,33.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2030.63,m15_exact_open,2036.74,6.11,5.76,5.41,4.71,9.73,1.32,480
40406,40407,40439,2023-12-14 16:00:00+00:00,2023-12-14 16:15:00+00:00,2023-12-15 00:15:00+00:00,new_york,16,2034.3,2038.22,2033.45,2038.14,1996.67,1977.16,19.50999999999999,41.55,41.47,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2038.23,m15_exact_open,2034.29,-3.94,-4.29,-4.64,-5.34,9.67,9.15,480
40466,40467,40499,2023-12-15 07:00:00+00:00,2023-12-15 07:15:00+00:00,2023-12-15 15:15:00+00:00,london,7,2036.48,2037.32,2036.08,2036.41,2033.24,1972.97,60.26999999999998,4.08,3.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2036.4,m15_exact_open,2041.78,5.38,5.03,4.68,3.98,8.52,2.18,480
40663,40664,40696,2023-12-19 07:00:00+00:00,2023-12-19 07:15:00+00:00,2023-12-19 15:15:00+00:00,london,7,2023.14,2024.3,2023.09,2024.04,2020.89,2015.95,4.940000000000055,3.41,3.15,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2024.05,m15_exact_open,2030.39,6.34,5.99,5.64,4.94,6.87,1.64,480
40699,40700,40732,2023-12-19 16:00:00+00:00,2023-12-19 16:15:00+00:00,2023-12-20 00:15:00+00:00,new_york,16,2029.15,2030.63,2029.15,2029.28,2020.89,2015.95,4.940000000000055,9.74,8.39,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2029.29,m15_exact_open,2040.08,10.79,10.44,10.09,9.39,17.63,-0.58,480
40759,40760,40792,2023-12-20 07:00:00+00:00,2023-12-20 07:15:00+00:00,2023-12-20 15:15:00+00:00,london,7,2040.55,2040.98,2040.21,2040.29,2033.72,2015.95,17.769999999999982,7.26,6.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2040.28,m15_exact_open,2035.17,-5.11,-5.46,-5.81,-6.51,3.13,8.45,480
40795,40796,40828,2023-12-20 16:00:00+00:00,2023-12-20 16:15:00+00:00,2023-12-21 00:15:00+00:00,new_york,16,2033.42,2037.47,2033.19,2037.1,2033.72,2015.95,17.769999999999982,3.75,3.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2037.1,m15_exact_open,2033.5,-3.6,-3.95,-4.3,-5.0,1.67,9.68,480
