candidate_identity,best_priority_score_review_only,source_row_count,source_csv_count,families,stages,density_buckets,commercial_blockers,latest_signal_ts,max_recent_signal_rows,max_event_count,commercial_readiness
real_yield_rank250_le_q20 | real_yield_rank250,112.621963,49,9,exogenous_macro,stage31c;stage31d;stage31e;stage31f,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,56.0,BLOCKED_LOW_FORWARD_CADENCE
real_yield_z60_le_q20 | real_yield_z60,109.624973,46,9,exogenous_macro,stage31c;stage31d;stage31e;stage31f,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,66.0,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_le_q20 | us10y_rank250,101.496952,29,4,exogenous_macro,stage31c;stage31d,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,38.0,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_le_q30 | us10y_rank250,99.257865,38,9,exogenous_macro,stage31c;stage31d;stage31e;stage31f,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,50.0,BLOCKED_LOW_FORWARD_CADENCE
dxy_ret_5_le_q30 | dxy_ret_5,68.389363,25,4,stage31c;stage31d,stage31c;stage31d,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,30.0,BLOCKED_LOW_FORWARD_CADENCE
dxy_chg_5_le_q30 | dxy_chg_5,68.360573,25,4,stage31c;stage31d,stage31c;stage31d,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,30.0,BLOCKED_LOW_FORWARD_CADENCE
real_yield_ret_1_le_q30 | real_yield_ret_1,50.488952,25,3,exogenous_macro,stage31c;stage31d,LOW_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE,,,28.0,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_5_le_q30 | real_yield_chg_5,47.470362,27,4,exogenous_macro,stage31c;stage31d,LOW_HISTORICAL_DENSITY;MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,30.0,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_5_le_q30 | us10y_ret_5,44.297348,27,4,exogenous_macro,stage31c;stage31d,LOW_HISTORICAL_DENSITY;MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,30.0,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_5_le_q30 | us10y_chg_5,42.512201,23,3,exogenous_macro,stage31c;stage31d,LOW_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE,,,28.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_drop_friday_h13_tp06_sl065 | calendar_time_risk_proxy_v1,40.0,2,2,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,1288.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_drop_friday_h9_tp06_sl065 | calendar_time_risk_proxy_v1,40.0,1,1,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,1288.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_drop_monday_h13_tp06_sl065 | calendar_time_risk_proxy_v1,40.0,2,2,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,1288.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_drop_monday_h9_tp06_sl065 | calendar_time_risk_proxy_v1,40.0,1,1,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,1288.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_time_risk_proxy_v1,40.0,11,7,calendar_time_risk_proxy_v1,stage28a;stage30a;stage32b;stage32c;stage32d,HAS_LATEST_SIGNAL_TS_NO_RECENT_COUNT;HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,2026-06-12 13:00:00+00:00,,5570.0,BLOCKED_LOW_FORWARD_CADENCE
data/reports/stage30b_ml_lite_feature_ranker/stage30b_family_holdout.csv,40.0,18,1,stage30b,stage30b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;LOW_HISTORICAL_DENSITY;MODERATE_HISTORICAL_DENSITY,CANDIDATE_SUPPLY_DENSITY_BLOCKER;REVIEW_READY_NOT_PROMOTED,,,3186.0,BLOCKED_LOW_FORWARD_CADENCE
session_compression_expansion_v1,40.0,3,3,session_compression_expansion_v1,stage28a;stage30a;stage32b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,,,1734.0,BLOCKED_LOW_FORWARD_CADENCE
session_handoff_imbalance_v1,40.0,11,7,session_handoff_imbalance_v1,stage28a;stage30a;stage32b;stage32c;stage32d,HAS_LATEST_SIGNAL_TS_NO_RECENT_COUNT;HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,2026-06-11 15:00:00+00:00,,3186.0,BLOCKED_LOW_FORWARD_CADENCE
volatility_transition_v1,40.0,11,7,volatility_transition_v1,stage28a;stage30a;stage32b;stage32c;stage32d,HAS_LATEST_SIGNAL_TS_NO_RECENT_COUNT;HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,2026-06-12 13:00:00+00:00,,4129.0,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_5_ge_q70 | spx_chg_5,38.209081,25,4,stage31c;stage31d,stage31c;stage31d,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,30.0,BLOCKED_LOW_FORWARD_CADENCE
liquidity_sweep_regime_v1,37.24,3,3,liquidity_sweep_regime_v1,stage28a;stage30a;stage32b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,,,931.0,BLOCKED_LOW_FORWARD_CADENCE
high_range_london_continuation_v1,34.0,3,3,high_range_london_continuation_v1,stage29a;stage30a;stage32b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,,,850.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_fade_h1_low_to_high_h12_tp06_sl065 | volatility_transition_v1,32.36,2,2,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,809.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_follow_h1_low_to_high_h12_tp06_sl065 | volatility_transition_v1,32.36,2,2,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,809.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_follow_h1_low_to_high_h13_tp06_sl065 | volatility_transition_v1,32.32,2,2,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,808.0,BLOCKED_LOW_FORWARD_CADENCE
high_range_broad_pullback_continuation_v1,30.48,3,3,high_range_broad_pullback_continuation_v1,stage29a;stage30a;stage32b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,,,762.0,BLOCKED_LOW_FORWARD_CADENCE
oil_rank250_le_q30 | oil_rank250,27.407567,35,4,stage31c;stage31d,stage31c;stage31d,MODERATE_HISTORICAL_DENSITY;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE;REVIEW_READY_NOT_PROMOTED,,,36.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_keep_tue_wed_thu_h13_tp06_sl065 | calendar_time_risk_proxy_v1,25.8,2,2,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,645.0,BLOCKED_LOW_FORWARD_CADENCE
calendar_keep_tue_wed_thu_h9_tp06_sl065 | calendar_time_risk_proxy_v1,25.8,1,1,calendar_time_risk_proxy_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,645.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_follow_h1_high_cooling_h13_tp06_sl065 | volatility_transition_v1,22.84,1,1,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,571.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_fade_h1_high_cooling_h12_tp06_sl065 | volatility_transition_v1,22.64,1,1,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,566.0,BLOCKED_LOW_FORWARD_CADENCE
vol_trans_follow_h1_high_cooling_h12_tp06_sl065 | volatility_transition_v1,22.64,1,1,volatility_transition_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,566.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_align_follow_h13_tp06_sl065 | session_handoff_imbalance_v1,21.6,2,2,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,540.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_align_follow_h14_tp06_sl065 | session_handoff_imbalance_v1,21.6,2,2,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,540.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_align_follow_h15_tp06_sl065 | session_handoff_imbalance_v1,21.6,1,1,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,540.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_divergence_fade_h13_tp06_sl065 | session_handoff_imbalance_v1,20.88,1,1,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,522.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_divergence_fade_h14_tp06_sl065 | session_handoff_imbalance_v1,20.88,1,1,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,522.0,BLOCKED_LOW_FORWARD_CADENCE
handoff_divergence_fade_h15_tp06_sl065 | session_handoff_imbalance_v1,20.88,2,2,session_handoff_imbalance_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,522.0,BLOCKED_LOW_FORWARD_CADENCE
sess_comp_exp_fade_london_h9_q0.7_tp06_sl065 | session_compression_expansion_v1,16.6,2,2,session_compression_expansion_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,415.0,BLOCKED_LOW_FORWARD_CADENCE
sess_comp_exp_follow_london_h9_q0.7_tp06_sl065 | session_compression_expansion_v1,16.6,2,2,session_compression_expansion_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,415.0,BLOCKED_LOW_FORWARD_CADENCE
real_yield_rank250_le_q20,14.409306,32,1,exogenous_macro,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
liq_asia_high_breakout_follow_h12_tp06_sl065 | liquidity_sweep_regime_v1,14.24,1,1,liquidity_sweep_regime_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,356.0,BLOCKED_LOW_FORWARD_CADENCE
vix_value_ge_q70 | vix_value,13.883608,15,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_le_q30,13.561081,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
hr_london_follow_h13_lq35_pq10_c00_tp06_sl065 | high_range_london_continuation_v1,12.52,2,2,high_range_london_continuation_v1,stage29a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,313.0,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_le_q20,12.249868,32,1,exogenous_macro,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_le_q20,12.091732,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
dxy_rank250_le_q30,11.903222,32,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_rank250_le_q30,11.753941,32,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
liq_pdh_breakout_follow_h12_tp06_sl065 | liquidity_sweep_regime_v1,11.4,2,2,liquidity_sweep_regime_v1,stage28a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,285.0,BLOCKED_LOW_FORWARD_CADENCE
high_range_asia_london_alignment_v1,11.36,3,3,high_range_asia_london_alignment_v1,stage29a;stage30a;stage32b,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN;UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REVIEW_READY_NOT_PROMOTED,,,284.0,BLOCKED_LOW_FORWARD_CADENCE
hr_london_follow_h13_lq35_pq10_c01_tp06_sl065 | high_range_london_continuation_v1,10.76,2,2,high_range_london_continuation_v1,stage29a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,269.0,BLOCKED_LOW_FORWARD_CADENCE
hr_london_follow_h13_lq35_pq25_c00_tp06_sl065 | high_range_london_continuation_v1,10.72,2,2,high_range_london_continuation_v1,stage29a,HISTORICAL_DENSITY_PRESENT_FORWARD_UNKNOWN,REJECTED_OR_ERROR_SOURCE,,,268.0,BLOCKED_LOW_FORWARD_CADENCE
dxy_chg_5_le_q30,10.570719,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
dxy_ret_5_le_q30,10.570719,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_le_q30,10.542509,32,1,exogenous_macro,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_z60_le_q20 | oil_z60,10.491776,34,2,stage31c,stage31c,UNKNOWN_DENSITY,FORWARD_DENSITY_UNKNOWN;REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_value_ge_q70,10.413693,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_value_ge_q80,10.413693,33,1,stage31b,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_5_le_q30,10.357395,33,1,exogenous_macro,stage31b,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
